title,aka,genres,year,votes,rating
The Holiday (2006),"[""L'amore non va in vacanza (2007)"", 'Liebe braucht keine Ferien (2006)']","['Comedy', 'Romance']",[2006],187869,6.9
Rango (2011),['Untitled Gore Verbinski Animated Project (2008)'],"['Adventure', 'Animation', 'Comedy', 'Family', 'Western']",[2011],187806,7.2
Valkyrie (2008),"['Operation Walküre - Das Stauffenberg-Attentat (2009)', 'Operazione Valchiria (2009)', 'Rubicon (2007)', 'Untitled Bryan Singer Thriller (2007)', 'Valkyrie (2008)', 'Valkyrie (2008)', 'Walküre (2008)', 'Walküre (2009)', 'Walküre/Valkyrie (2008)']","['Drama', 'History', 'Thriller', 'War']",[2008],187581,7.1
The Chronicles of Riddick (2004),"['Pitch Black 2 (2002)', 'Riddick (2002)', 'Riddick - Chroniken eines Kriegers (2004)', 'Riddick - Chroniken eines Kriegers (2004)', ""The Chronicles of Riddick: The Director's Cut (2004)""]","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2004],186723,6.7
Hook (1991),"['Hook (1991)', 'Hook (1991)', 'Hook - Capitan Uncino (1991)']","['Adventure', 'Comedy', 'Family', 'Fantasy']",[1991],186657,6.7
Mrs. Doubtfire (1993),"['Mrs. Doubtfire (1993)', 'Mrs. Doubtfire - Das stachelige Hausmädchen (2001)', 'Mrs. Doubtfire - Das stachelige Kindermädchen (1994)', 'Mrs. Doubtfire - Mammo per sempre (1994)']","['Comedy', 'Drama', 'Family']",[1993],186640,6.9
RoboCop (2014),"['OmniCorp (2012)', 'RoboCop (2014)']","['Action', 'Crime', 'Sci-Fi', 'Thriller']",[2014],186498,6.2
Austin Powers: International Man of Mystery (1997),"['Austin Powers (1997)', 'Austin Powers - Das Schärfste, was Ihre Majestät zu bieten hat (1997)', 'Austin Powers - Il controspione (1997)', 'Austin Powers: International Man of Mystery (1997)']","['Comedy', 'Crime']",[1997],186358,7.0
Ghost Rider (2007),"['Ghost Rider (2007)', 'Ghost Rider (2007)', 'Spirited Racer (2007)']","['Action', 'Fantasy', 'Thriller']",[2007],186095,5.2
A Few Good Men (1992),"['A Few Good Men (1992)', ""Codice d'onore (1992)"", 'Eine Frage der Ehre (1993)', 'Eine Frage der Ehre (1993)']","['Drama', 'Thriller']",[1992],186074,7.6
End of Watch (2012),['End of Watch - Tolleranza zero (2012)'],"['Crime', 'Drama', 'Thriller']",[2012],186001,7.7
National Treasure: Book of Secrets (2007),"['Das Vermächtnis des geheimen Buches (2008)', 'Il mistero delle pagine perdute (2007)', 'National Treasure 2 (2007)', 'National Treasure 2: Book of Secrets (2007)', 'National Treasure 2: Book of Secrets (2008)']","['Action', 'Adventure', 'Family', 'Mystery', 'Thriller']",[2007],185705,6.5
The Twilight Saga: Breaking Dawn - Part 1 (2011),"['Breaking Dawn (2011)', 'Breaking Dawn - Bis(s) zum Ende der Nacht: Teil 1 (2011)', 'Breaking Dawn: Part 1 (2011)', 'The Twilight Saga: Breaking Dawn - Parte 1 (2011)', 'Twilight 4 (2011)']","['Adventure', 'Drama', 'Fantasy', 'Romance']",[2011],185633,4.9
The Lone Ranger (2013),"['Lone Ranger (2013)', 'The Lone Ranger (2013)']","['Action', 'Adventure', 'Western']",[2013],185628,6.5
Grown Ups (2010),"['Kindsköpfe (2010)', 'Kindsköpfe (2010)', 'Lake House (2009)', 'Lakefront (2009)', 'Mad Families (2009)', 'Un weekend da bamboccioni (2010)', 'Untitled Adam Sandler Project (2009)']",['Comedy'],[2010],185417,6.0
Final Destination (2000),"['Destination ultime (2000)', 'Final Destination (2000)', 'Final Destination (2000)', 'Flight 180 (1999)']","['Horror', 'Thriller']",[2000],185067,6.7
RoboCop (1987),"['RoboCop (1987)', 'RoboCop (1987)', 'RoboCop (1987)', 'RoboCop - Il futuro della legge (1987)', 'RoboCop Das Gesetz in der Zukunft (1988)', 'Robocop: The Future of Law Enforcement (1986)']","['Action', 'Crime', 'Sci-Fi', 'Thriller']",[1987],185031,7.5
Clerks (1994),"['Clerks (1994)', 'Clerks - Commessi (1994)', 'Clerks - Die Ladenhüter (1995)', 'Clerks X: Tenth Anniversary Edition (2004)', 'Inconvenience (1994)', 'Rude Clarks (1994)', 'cLeRKs (1994)']",['Comedy'],[1994],184629,7.8
Dogma (1999),"['Bearclaw (1999)', 'Dogma (1999)', 'Dogma (1999)', 'God (1999)']","['Adventure', 'Comedy', 'Drama', 'Fantasy']",[1999],184244,7.4
Austin Powers: The Spy Who Shagged Me (1999),"['Austin Powers - La spia che ci provava (1999)', 'Austin Powers - Spion in geheimer Missionarsstellung (1999)', 'Austin Powers 2 (1999)', ""Austin Powers 2: It's Shagging Time (1998)"", 'Austin Powers 2: The Spy Who Shagged Me (1999)', 'Austin Powers: The Spy Who Shagged Me (1999)', ""It's Shagging Time (1998)"", 'The Return of Dr. Evil (1998)']","['Action', 'Adventure', 'Comedy', 'Crime']",[1999],184122,6.6
The Fast and the Furious: Tokyo Drift (2006),['The Fast and the Furious 3 (2005)'],"['Action', 'Crime', 'Romance', 'Thriller']",[2006],184019,6.0
The Hunger Games: Mockingjay - Part 2 (2015),"['Die Tribute von Panem - Mockingjay: Teil 2 (2015)', 'Hunger Games: Il canto della rivolta - Parte 2 (2015)', 'The Hunger Games: Mockingjay - Part 2 (2015)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2015],184000,6.6
Contagion (2011),['Contagion: The IMAX Experience (2011)'],"['Drama', 'Thriller']",[2011],183493,6.6
The Goonies (1985),"['Die Goonies (1985)', 'Die Goonies (1985)', 'Die Goonies (1991)', 'I Goonies (1985)']","['Adventure', 'Comedy', 'Family']",[1985],183221,7.8
Rambo (2008),"['John Rambo (2007)', 'John Rambo (2008)', 'John Rambo (2008)', 'Rambo 4 (2008)', 'Rambo 4 (2008)', 'Rambo 4: John Rambo (2008)', 'Rambo IV (2007)', 'Rambo IV: End of Peace (2006)', ""Rambo IV: In the Serpent's Eye (2006)"", 'Rambo IV: Pearl of the Cobra (2006)', 'Rambo: First Blood Part IV (2008)', 'Rambo: To Hell and Back (2007)']","['Action', 'Thriller', 'War']",[2008],182934,7.1
Philadelphia (1993),"['At Risk (1992)', 'People Like Us (1993)', 'Philadelphia (1993)', 'Philadelphia (1993)', 'Philadelphia (1993)']",['Drama'],[1993],182719,7.7
Identity (2003),"['I.D. (2002)', 'Identità (2003)', 'Identität (2003)', 'Identität - Identity (2003)']","['Mystery', 'Thriller']",[2003],182148,7.3
The Passion of the Christ (2004),"['Die Passion Christi (2004)', 'Die Passion Christi (2004)', 'La passione di Cristo (2004)', 'The Passion (2003)', 'The Passion Recut (2005)', 'The Passion Recut (2005)', 'The Passion of Christ (2003)']",['Drama'],[2004],182037,7.1
Escape Plan (2013),"[""Escape Plan - Fuga dall'inferno (2013)"", 'Exit Plan (2013)', 'The Tomb (2013)']","['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",[2013],181863,6.7
The Road (2009/I),[],"['Adventure', 'Drama']",[2009],181735,7.3
Bad Boys II (2003),"['Bad Around the World (2000)', 'Bad Boys 2 (2003)', 'Bad Boys II (2003)', 'Bad Boys II (2003)', 'Bad Boys II (2003)', 'Bad Boys II (2003)', 'Bad Boys II (2003)', 'Good Cops: Bad Boys II (2003)']","['Action', 'Comedy', 'Crime', 'Thriller']",[2003],181718,6.6
The Tourist (2010),['The Tourist (2010)'],"['Action', 'Romance', 'Thriller']",[2010],180732,6.0
The Beach (2000/I),"['The Beach (2000)', 'The Beach (2000)']","['Adventure', 'Drama', 'Romance', 'Thriller']",[2000],180510,6.6
The Adventures of Tintin (2011),"['Die Abenteuer von Tim und Struppi (2011)', 'Die Abenteuer von Tim und Struppi - Das Geheimnis der Einhorn (2011)', ""Le avventure di Tintin - Il segreto dell'Unicorno (2011)"", 'The Adventures of Tintin: The Secret of the Unicorn (2011)', 'The Adventures of Tintin: The Secret of the Unicorn (2011)']","['Action', 'Adventure', 'Animation', 'Family', 'Mystery']",[2011],180374,7.4
Tonari no Totoro (1988),"['Il mio vicino Totoro (2009)', 'Mein Nachbar Totoro (2007)', 'Mein Nachbar Totoro (2007)', 'My Neighbor Totoro (1988)', 'My Neighbor Totoro (1988)', 'My Neighbor Totoro (1988)', 'My Neighbor Totoro (1988)', 'My Neighbor Totoro (1988)', 'My Neighbor Totoro (1988)', 'My Neighbor Totoro (1993)', 'My Neighbor Totoro (2004)', 'My Neighbour Totoro (1988)', 'My Neighbour Totoro (2006)']","['Animation', 'Family', 'Fantasy']",[1988],180315,8.2
Planet of the Apes (2001),"['Planet der Affen (2001)', 'Planet der Affen (2001)', 'Planet of the Apes (2001)', 'Planet of the Apes - Il pianeta delle scimmie (2001)', 'Return of the Apes (1993)', 'The Visitor (2000)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2001],180157,5.7
Kiss Kiss Bang Bang (2005),"['L.A.P.I. (2004)', ""You'll Never Die in This Town Again (2004)""]","['Comedy', 'Crime', 'Mystery']",[2005],180107,7.6
Munich (2005),"['Munich (2005)', 'Munich (2005)', 'Munich (2005)', 'Munich (2005)', 'München (2006)', 'Untitled 1972 Munich Olympics Project (2004)']","['Drama', 'Thriller']",[2005],179789,7.6
Chappie (2015),"['Chappie (2015)', 'Humandroid (2015)']","['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",[2015],179431,6.9
Jagten (2012),"['Die Jagd (2013)', 'Il sospetto (2012)', 'Jakten (2013)', 'The Hunt (2013)']",['Drama'],[2012],179340,8.3
Shakespeare in Love (1998),['Shakespeare in Love (1998)'],"['Comedy', 'Drama', 'Romance']",[1998],178768,7.2
Daredevil (2003),"['Daredevil (2003)', 'Daredevil (2003)', 'Daredevil: A Daring New Vision (2004)']","['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",[2003],178663,5.3
Spy (2015),"['Spy (2015)', 'Spy: Susan Cooper Undercover (2015)', 'Susan Cooper (2015)']","['Action', 'Comedy', 'Crime']",[2015],178585,7.1
Bridget Jones's Diary (2001),"['Bridget Jones (2001)', 'Bridget Jones - Schokolade zum Frühstück (2001)', 'Il diario di Bridget Jones (2001)', 'Le journal de Bridget Jones (2001)']","['Comedy', 'Drama', 'Romance']",[2001],178541,6.7
Oz the Great and Powerful (2013),"['Brick (2010)', 'Die fantastische Welt von Oz (2013)', 'Il grande e potente Oz (2013)']","['Adventure', 'Family', 'Fantasy']",[2013],178091,6.3
Transcendence (2014/I),['Transcendence (2014)'],"['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",[2014],178001,6.3
Amores perros (2000),"['Amores Perros (2000)', 'Amores Perros (2000)', 'Amores perros (2000)', 'Amores perros (2000)', 'Amores perros (2000)', 'Amores perros - Von Hunden und Menschen (2001)', 'Love Dogs (2000)', ""Love's a Bitch (2000)""]","['Drama', 'Thriller']",[2000],177936,8.1
Män som hatar kvinnor (2009),"['Men Who Hate Women (2009)', 'Men Who Hate Women (2009)', 'Menn som hater kvinner (2009)', 'Mænd der hader kvinder (2009)', 'The Girl with the Dragon Tattoo (2009)', 'The Girl with the Dragon Tattoo (2009)', 'The Girl with the Dragon Tattoo (2009)', 'Uomini che odiano le donne (2009)', 'Verblendung (2009)']","['Crime', 'Drama', 'Mystery', 'Thriller']",[2009],177812,7.8
Body of Lies (2008),"['Chatter (2008)', 'Der Mann, der niemals lebte (2008)', 'House of Lies (2008)', 'Nessuna verità (2008)', 'Penetration (2007)']","['Action', 'Drama', 'Romance', 'Thriller', 'War']",[2008],177651,7.1
Mulan (1998),"['China Doll (1997)', 'Mulan (1998)', 'Mulan (1998)', 'Mulan (1998)', 'The Legend of Mulan (1997)']","['Adventure', 'Animation', 'Family', 'Fantasy', 'Musical', 'War']",[1998],177631,7.5
Megamind (2010),"['Master Mind (2009)', 'Oobermind (2007)']","['Action', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",[2010],177483,7.3
Natural Born Killers (1994),"['Assassini nati - Natural Born Killers (1994)', 'Natural Born Killers (1994)', 'Natural Born Killers (1994)']","['Crime', 'Drama']",[1994],177095,7.3
G.I. Joe: The Rise of Cobra (2009),"['Dark Sky: First Strike (2009)', 'G. I. Joe (2009)', 'G.I. Joe - Geheimakte Cobra (2009)', 'G.I. Joe - Geheimauftrag Cobra (2009)', 'G.I. Joe - La nascita dei Cobra (2009)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2009],177043,5.8
The Lincoln Lawyer (2011),"['Der Mandant (2011)', 'The Lincoln Lawyer (2011)']","['Crime', 'Drama', 'Thriller']",[2011],176968,7.3
Låt den rätte komma in (2008),"['Lasciami entrare (2008)', 'Let the Right One In (2008)', 'Let the Right One In (2008)', 'Let the Right One In (2008)', 'So finster die Nacht (2008)']","['Drama', 'Horror', 'Romance']",[2008],176718,8.0
Finding Neverland (2004),"[""J.M. Barrie's Neverland (2002)"", 'Neverland - Un sogno per la vita (2004)', 'Wenn Träume fliegen lernen (2005)']","['Biography', 'Drama', 'Family']",[2004],176705,7.8
Just Go with It (2011),"['Holiday in Hawaii (2009)', 'Meine erfundene Frau (2011)', 'Mia moglie per finta (2011)', 'Pretend Wife (2009)']","['Comedy', 'Romance']",[2011],176670,6.4
Bad Boys (1995),"['Bad Boys (1995)', 'Bad Boys - Harte Jungs (1995)', 'Bulletproof Hearts (1986)']","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",[1995],176662,6.8
Gangster Squad (2013),[],"['Action', 'Crime', 'Drama', 'Thriller']",[2013],176432,6.7
Gandhi (1982),"['Gandhi (1982)', ""Richard Attenborough's Film Gandhi (1982)"", ""Richard Attenborough's Film: Gandhi (1982)""]","['Biography', 'Drama', 'History']",[1982],176413,8.1
First Blood (1982),"['First Blood (1982)', 'First Blood (1982)', 'First Blood (1982)', 'Rambo (1982)', 'Rambo (1982)', 'Rambo (1983)', 'Rambo (1991)', 'Rambo: First Blood (1985)']","['Action', 'Adventure', 'Drama']",[1982],176372,7.7
Silent Hill (2006),"['Centralia (2006)', 'Silent Hill (2006)', 'Silent Hill (2006)']","['Adventure', 'Horror', 'Mystery']",[2006],176349,6.6
Mars Attacks! (1996),['Mars Attacks! (1996)'],"['Action', 'Comedy', 'Sci-Fi']",[1996],175807,6.3
Yip Man (2008),"['Grandmaster Yip Man (2008)', 'Ip Man (2008)', 'Ip Man (2009)', 'Ip Man (2009)', 'Yat doi chung si Yip Man (2008)', 'Ye Wen (2008)', 'Yi dai zong shi Ye Wen (2008)']","['Action', 'Biography', 'Drama', 'Sport']",[2008],175776,8.1
What's Eating Gilbert Grape (1993),"['Buon compleanno Mr. Grape (1993)', 'Gilbert Grape - Irgendwo in Iowa (1994)']",['Drama'],[1993],175482,7.8
Chicago (2002),"['Chicago (2002)', 'Chicago (2002)', 'Chicago (2002)', 'Chicago: The Musical (2001)']","['Comedy', 'Crime', 'Musical']",[2002],175392,7.2
The Little Mermaid (1989),"['Arielle, die Meerjungfrau (1989)', 'Arielle, die Meerjungfrau (1991)', 'La sirenetta (1990)', 'The Little Mermaid 3D (2012)']","['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",[1989],175384,7.6
Cowboys & Aliens (2011),['Cowboys & Aliens (2011)'],"['Action', 'Sci-Fi', 'Thriller', 'Western']",[2011],175378,6.0
Predestination (2014/I),"['Predestination (2013)', 'Predestination (2014)', 'Predestination (2014)']","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",[2014],175287,7.4
American Reunion (2012),"['American Pie - Das Klassentreffen (2012)', 'American Pie 4 (2012)', 'American Pie: Reunion (2012)', 'American Pie: Reunion (2012)', 'American Pie: ancora insieme (2012)', 'American Reunion (2012)']",['Comedy'],[2012],174846,6.7
Alien: Resurrection (1997),"['Alien - Die Wiedergeburt (1997)', 'Alien - La clonazione (1998)', 'Alien 4 (1997)', 'Alien IV: Resurrection (1998)', 'Alien: Resurrection (1997)']","['Action', 'Horror', 'Sci-Fi']",[1997],174619,6.3
Predators (2010),['Predator 3 (2010)'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2010],174282,6.4
The Girl Next Door (2004),"['La ragazza della porta accanto (2004)', 'The Girl Next Door (2004)']","['Comedy', 'Drama', 'Romance']",[2004],173860,6.8
Anger Management (2003),"['Die Wutprobe (2003)', 'Die Wutprobe (2003)', ""Terapia d'urto (2003)""]",['Comedy'],[2003],173750,6.2
Teenage Mutant Ninja Turtles (2014),"['Ninja Turtles (2014)', 'Tartarughe Ninja (2014)']","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[2014],173532,5.9
Traffic (2000),"['Traffic - Die Macht des Kartells (2001)', 'Traffic - Die Macht des Kartells (2001)', 'Traffik (1999)']","['Crime', 'Drama', 'Thriller']",[2000],172849,7.6
Before Sunset (2004),"['Before Sunrise 2 (2003)', 'If Not Now (2003)', 'Prima del tramonto (2004)', 'Untitled Before Sunrise Sequel (2003)']","['Drama', 'Romance']",[2004],172791,8.0
No Strings Attached (2011/I),"['Amici, amanti e... (2011)', 'Freundschaft Plus (2011)', 'Fuckbuddies (2010)']","['Comedy', 'Romance']",[2011],172739,6.2
Das Boot (1981),"['Das Boot (1981)', 'Das Boot (1981)', 'The Boat (1982)', 'The Boat (1982)', 'U-Boot 96 (1982)']","['Adventure', 'Drama', 'Thriller', 'War']",[1981],172701,8.4
Meet Joe Black (1998),"['Meet Joe Black (1998)', 'Rendezvous mit Joe Black (1999)', 'Rendezvous mit Joe Black (1999)', 'Vi presento Joe Black (1999)']","['Drama', 'Fantasy', 'Romance']",[1998],172399,7.1
Die Another Day (2002),"['007 - La morte può attendere (2002)', '007: Die Another Day (2002)', 'Agente 007 - La morte può attendere (2002)', 'Beneath the Ice (2002)', 'Beyond the Ice (2002)', 'D.A.D. (2002)', 'James Bond 007 - Stirb an einem anderen Tag (2002)', 'James Bond 007 - Stirb an einem anderen Tag (2002)', 'James Bond 20 (2001)', 'James Bond XX (2002)', 'Juggernaut (2002)', 'La morte può attendere (2002)', 'Nobody Lives Forever (2002)']","['Action', 'Adventure', 'Thriller']",[2002],172296,6.1
P.S. I Love You (2007),['P.S. Ich Liebe Dich (2008)'],"['Drama', 'Romance']",[2007],172012,7.1
Ice Age: Dawn of the Dinosaurs (2009),"['Ice Age 3 (2007)', 'Ice Age 3 (2009)', 'Ice Age 3 - Die Dinosaurier sind los (2009)', 'Ice Age 3: Dawn of the Dinosaurs (2009)', 'Ice Age 3: Dawn of the Dinosaurs (2009)', ""L'era glaciale 3 - L'alba dei dinosauri (2009)""]","['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",[2009],171603,7.0
Romeo + Juliet (1996),"['Romeo + Giulietta di William Shakespeare (1997)', 'Romeo and Juliet (1996)', ""William Shakespeare's Romeo + Juliet (1996)"", 'William Shakespeares Romeo & Julia (1997)', 'William Shakespeares Romeo & Julia (1997)', 'William Shakespeares Romeo + Julia (1997)']","['Drama', 'Romance']",[1996],171398,6.8
Master and Commander: The Far Side of the World (2003),"['Master & Commander - Bis ans Ende der Welt (2003)', 'Master & Commander - Sfida ai confini del mare (2003)', 'Master and Commander - Bis ans Ende der Welt (2003)', 'Master and Commander: The Far Side of the World (2003)', 'The Far Side of the World (2002)', 'The Far Side of the World (2002)']","['Action', 'Adventure', 'Drama', 'History', 'War']",[2003],171076,7.4
Closer (2004/I),"['Hautnah (2005)', 'Hautnah (2005)']","['Drama', 'Romance']",[2004],170843,7.3
Planet Terror (2007),"[""Grindhouse Presents: Robert Rodriguez's Planet Terror (2007)"", 'Grindhouse: Planet Terror (2007)', 'Planet Terror (2007)', 'Planet Terror (2007)', 'Planet Terror (2007)', 'Planet Terror (2007)', 'Planet Terror (2007)', 'Planet Terror (2007)', 'Project Terror (2007)', ""Robert Rodriguez's Planet Terror (2007)""]","['Action', 'Comedy', 'Horror', 'Thriller']",[2007],170760,7.2
Get Smart (2008),"['Agente Smart - Casino totale (2008)', 'Get Smart (2008)', 'Get Smart - Wir lieben es, die Welt zu retten! (2008)']","['Action', 'Adventure', 'Comedy']",[2008],170633,6.5
Match Point (2005),"['Match Point (2005)', 'Woody Allen Summer Project (2004)', 'íÁÔÞ ðÏÉÎÔ (2005)']","['Drama', 'Romance', 'Thriller']",[2005],170490,7.7
Safe House (2012),"['Dangerous Run (2012)', 'Safe House (2012)', 'Safe House - Nessuno è al sicuro (2012)']","['Action', 'Crime', 'Mystery', 'Thriller']",[2012],170030,6.8
Hotel Transylvania (2012),"['Hotel Transsilvanien (2012)', 'Hotel Transsilvanien (2012)']","['Animation', 'Comedy', 'Family', 'Fantasy']",[2012],169964,7.1
Death Race (2008),['Death Race 3000 (2007)'],"['Action', 'Sci-Fi', 'Thriller']",[2008],169434,6.4
"I Love You, Man (2009)","[""Let's Make Friends (2003)"", 'Trauzeuge gesucht! (2009)']","['Comedy', 'Romance']",[2009],169104,7.1
Rio (2011),"['Rio (2011)', 'Rio the Movie (2011)', 'Rio: The Movie (2011)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",[2011],168804,7.0
A Good Day to Die Hard (2013),"['Die Hard - Nulla è come appare (2013)', 'Die Hard - Un buon giorno per morire (2013)', 'Die Hard 5 (2013)', 'Stirb langsam - Ein guter Tag zum Sterben (2013)', 'Stirb langsam 5 (2013)']","['Action', 'Thriller']",[2013],168497,5.3
White House Down (2013),['Sotto assedio - White House Down (2013)'],"['Action', 'Drama', 'Thriller']",[2013],168432,6.4
Machete (2010),"['Machete (2010)', ""Robert Rodriguez's Machete (2010)""]","['Action', 'Crime', 'Thriller']",[2010],168124,6.7
The Ugly Truth (2009),"['Die nackte Wahrheit (2009)', 'La dura verità (2009)']","['Comedy', 'Romance']",[2009],167633,6.5
The Number 23 (2007),"['Number 23 (2007)', 'Number 23 (2007)', 'Nummer 23 (2008)']","['Mystery', 'Thriller']",[2007],167361,6.4
